match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2026-03-29,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",5,2,1,0,250.0,not out,6
8,2026-04-04,Delhi Capitals,"Arun Jaitley Stadium, Delhi",28,21,2,1,133.33,c T Stubbs b T Natarajan,6
13,2026-04-07,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",25,13,3,1,192.31,c Ravi Bishnoi b N Burger,6
20,2026-04-12,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",1,2,0,0,50.0,c RM Patidar b Rasikh Salam,7
24,2026-04-16,Punjab Kings,"Wankhede Stadium, Mumbai",50,31,3,3,161.29,c XC Bartlett b Shashank Singh,4
30,2026-04-20,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",45,32,6,1,140.62,c K Rabada b M Prasidh Krishna,3
33,2026-04-23,Chennai Super Kings,"Wankhede Stadium, Mumbai",0,3,0,0,0.0,b AJ Hosein,3
41,2026-04-29,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",22,17,3,0,129.41,c Harsh Dubey b PP Hinge,4
44,2026-05-02,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",57,37,4,3,154.05,c SN Khan b J Overton,3
